[baseline] 300 clean images
[0049e5b8-725e21a0.jpg] Left lines: 13, Right lines: 13
[77bdbeb0-edb0613f.jpg] Left lines: 11, Right lines: 11
[77dca577-16a39ea0.jpg] Left lines: 0, Right lines: 0
[77dca577-16a39ea0.jpg] Left lines: 8, Right lines: 9
[77f810c4-43a39c1f.jpg] Left lines: 0, Right lines: 0
[77f810c4-43a39c1f.jpg] Left lines: 4, Right lines: 0
[7814206e-8e991d51.jpg] Left lines: 0, Right lines: 0
[7814206e-8e991d51.jpg] Left lines: 13, Right lines: 8
[7814206e-ea2508d0.jpg] Left lines: 0, Right lines: 0
[7814206e-ea2508d0.jpg] Left lines: 7, Right lines: 8
[79e177bc-4d5d3acc.jpg] Left lines: 0, Right lines: 0
[79e177bc-4d5d3acc.jpg] Left lines: 23, Right lines: 15
[7aa4ff0f-9d28d8a4.jpg] Left lines: 0, Right lines: 0
[7aa4ff0f-9d28d8a4.jpg] Left lines: 4, Right lines: 58
[7ad1174c-373265eb.jpg] Left lines: 0, Right lines: 0
[7ad1174c-373265eb.jpg] Left lines: 0, Right lines: 0
[7b268b98-e0ec16c3.jpg] Left lines: 0, Right lines: 0
[7b268b98-e0ec16c3.jpg] Left lines: 6, Right lines: 3
[7c5a2048-332896ea.jpg] Left lines: 0, Right lines: 0
[7c5a2048-332896ea.jpg] Left lines: 12, Right lines: 7
[7c5d50c5-7292de37.jpg] Left lines: 0, Right lines: 0
[7c5d50c5-7292de37.jpg] Left lines: 7, Right lines: 13
[7d1fe115-936a2f47.jpg] Left lines: 0, Right lines: 0
[7d1fe115-936a2f47.jpg] Left lines: 7, Right lines: 12
[7dc2914d-a20a969a.jpg] Left lines: 0, Right lines: 0
[7dc2914d-a20a969a.jpg] Left lines: 15, Right lines: 4
[7e4ab78b-4a62c63e.jpg] Left lines: 0, Right lines: 0
[7e4ab78b-4a62c63e.jpg] Left lines: 7, Right lines: 5
[7e590c49-93f03732.jpg] Left lines: 0, Right lines: 0
[7e590c49-93f03732.jpg] Left lines: 2, Right lines: 4
[7ed57d0a-d7bcc13d.jpg] Left lines: 0, Right lines: 0
[7ed57d0a-d7bcc13d.jpg] Left lines: 5, Right lines: 4
[7f0ef682-c93899df.jpg] Left lines: 0, Right lines: 0
[7f0ef682-c93899df.jpg] Left lines: 1, Right lines: 25
[7f4ac354-777de900.jpg] Left lines: 0, Right lines: 0
[7f4ac354-777de900.jpg] Left lines: 10, Right lines: 7
[7f9bdf0d-c0e0061f.jpg] Left lines: 0, Right lines: 0
[7f9bdf0d-c0e0061f.jpg] Left lines: 24, Right lines: 0
[7fd14da9-a855494b.jpg] Left lines: 0, Right lines: 0
[7fd14da9-a855494b.jpg] Left lines: 24, Right lines: 21
[801bff84-a72998c7.jpg] Left lines: 0, Right lines: 0
[801bff84-a72998c7.jpg] Left lines: 34, Right lines: 35
[8073de38-f7eab6ec.jpg] Left lines: 0, Right lines: 0
[8073de38-f7eab6ec.jpg] Left lines: 17, Right lines: 23
[8082ea05-1a7bcd47.jpg] Left lines: 0, Right lines: 0
[8082ea05-1a7bcd47.jpg] Left lines: 6, Right lines: 23
[80ecebc0-ca9605f4.jpg] Left lines: 0, Right lines: 0
[80ecebc0-ca9605f4.jpg] Left lines: 2, Right lines: 0
[81ec3b39-1951f79e.jpg] Left lines: 0, Right lines: 0
[81ec3b39-1951f79e.jpg] Left lines: 15, Right lines: 10
[82b14c0c-79b99258.jpg] Left lines: 0, Right lines: 0
[82b14c0c-79b99258.jpg] Left lines: 15, Right lines: 14
[82b5fc3b-90cadd1b.jpg] Left lines: 0, Right lines: 0
[82b5fc3b-90cadd1b.jpg] Left lines: 6, Right lines: 15
[82f03471-8e304dd5.jpg] Left lines: 0, Right lines: 0
[82f03471-8e304dd5.jpg] Left lines: 6, Right lines: 15
[836fa13a-d6058a12.jpg] Left lines: 0, Right lines: 0
[836fa13a-d6058a12.jpg] Left lines: 19, Right lines: 5
[84fb3f59-7d5d1fa4.jpg] Left lines: 0, Right lines: 0
[84fb3f59-7d5d1fa4.jpg] Left lines: 5, Right lines: 19
[8542b4da-7795bcfd.jpg] Left lines: 0, Right lines: 0
[8542b4da-7795bcfd.jpg] Left lines: 6, Right lines: 18
[85f3f250-1fef85ac.jpg] Left lines: 0, Right lines: 0
[85f3f250-1fef85ac.jpg] Left lines: 11, Right lines: 0
[87ca2979-d5158824.jpg] Left lines: 0, Right lines: 0
[87ca2979-d5158824.jpg] Left lines: 7, Right lines: 5
[889b7dda-77f16103.jpg] Left lines: 0, Right lines: 0
[889b7dda-77f16103.jpg] Left lines: 1, Right lines: 12
[88dbf01a-d8b35dee.jpg] Left lines: 0, Right lines: 0
[88dbf01a-d8b35dee.jpg] Left lines: 11, Right lines: 4
[897223bc-6938f1ab.jpg] Left lines: 0, Right lines: 0
[897223bc-6938f1ab.jpg] Left lines: 13, Right lines: 2
[89b7454d-880eacbd.jpg] Left lines: 0, Right lines: 0
[89b7454d-880eacbd.jpg] Left lines: 0, Right lines: 1
[89e85e71-7dd0a7b6.jpg] Left lines: 0, Right lines: 0
[89e85e71-7dd0a7b6.jpg] Left lines: 20, Right lines: 56
[8a4fbffe-47866ce9.jpg] Left lines: 0, Right lines: 0
[8a4fbffe-47866ce9.jpg] Left lines: 5, Right lines: 7
[8a76c101-8bcefc32.jpg] Left lines: 0, Right lines: 0
[8a76c101-8bcefc32.jpg] Left lines: 0, Right lines: 14
[8b7ef6c4-6bbcf25f.jpg] Left lines: 0, Right lines: 0
[8b7ef6c4-6bbcf25f.jpg] Left lines: 12, Right lines: 14
[8bac644e-e0437ead.jpg] Left lines: 0, Right lines: 0
[8bac644e-e0437ead.jpg] Left lines: 1, Right lines: 3
[8c94c649-8ba62efa.jpg] Left lines: 0, Right lines: 0
[8c94c649-8ba62efa.jpg] Left lines: 2, Right lines: 0
[8c9bbaa9-34934b66.jpg] Left lines: 0, Right lines: 0
[8c9bbaa9-34934b66.jpg] Left lines: 9, Right lines: 14
[degraded] low_light level_8 (300 images)
[0049e5b8-725e21a0.jpg] Left lines: 0, Right lines: 0
[0049e5b8-725e21a0.jpg] Left lines: 12, Right lines: 11
[0081e27b-17bf4a9e.jpg] Left lines: 0, Right lines: 0
[0081e27b-17bf4a9e.jpg] Left lines: 5, Right lines: 13
[00beeb02-50440dcd.jpg] Left lines: 0, Right lines: 0
[00beeb02-50440dcd.jpg] Left lines: 2, Right lines: 3
[00d4b6b7-7d0a60bf.jpg] Left lines: 0, Right lines: 0
[00d4b6b7-7d0a60bf.jpg] Left lines: 2, Right lines: 0
[01118704-2d838d7f.jpg] Left lines: 0, Right lines: 0
[01118704-2d838d7f.jpg] Left lines: 6, Right lines: 9
[0115917e-14907a6a.jpg] Left lines: 0, Right lines: 0
[0115917e-14907a6a.jpg] Left lines: 14, Right lines: 13
[02188a44-65ad27f3.jpg] Left lines: 0, Right lines: 0
[02188a44-65ad27f3.jpg] Left lines: 33, Right lines: 0
[02494b7b-079febf8.jpg] Left lines: 0, Right lines: 0
[02494b7b-079febf8.jpg] Left lines: 5, Right lines: 10
[029ffd50-dc944dba.jpg] Left lines: 0, Right lines: 0
[029ffd50-dc944dba.jpg] Left lines: 0, Right lines: 9
[0464a98b-860229d5.jpg] Left lines: 0, Right lines: 0
[0464a98b-860229d5.jpg] Left lines: 0, Right lines: 20
[051aadb7-51aad566.jpg] Left lines: 0, Right lines: 0
[051aadb7-51aad566.jpg] Left lines: 4, Right lines: 0
[051aadb7-e953bc4d.jpg] Left lines: 0, Right lines: 0
[051aadb7-e953bc4d.jpg] Left lines: 6, Right lines: 7
[05743a9b-747658e7.jpg] Left lines: 0, Right lines: 0
[05743a9b-747658e7.jpg] Left lines: 0, Right lines: 10
[057af272-6f700aef.jpg] Left lines: 0, Right lines: 0
[057af272-6f700aef.jpg] Left lines: 7, Right lines: 12
[05d62296-30c620d5.jpg] Left lines: 0, Right lines: 0
[05d62296-30c620d5.jpg] Left lines: 9, Right lines: 0
[05e5a68e-f0e05a42.jpg] Left lines: 0, Right lines: 0
[05e5a68e-f0e05a42.jpg] Left lines: 0, Right lines: 5
[05fa6494-8f436d04.jpg] Left lines: 0, Right lines: 0
[05fa6494-8f436d04.jpg] Left lines: 8, Right lines: 23
[060039d9-5218402b.jpg] Left lines: 0, Right lines: 0
[060039d9-5218402b.jpg] Left lines: 21, Right lines: 10
[064aa0d6-f75ff4d5.jpg] Left lines: 0, Right lines: 0
[064aa0d6-f75ff4d5.jpg] Left lines: 0, Right lines: 0
[07de5062-ddddcbd7.jpg] Left lines: 0, Right lines: 0
[07de5062-ddddcbd7.jpg] Left lines: 0, Right lines: 0
[088351d1-30833ddc.jpg] Left lines: 0, Right lines: 0
[088351d1-30833ddc.jpg] Left lines: 15, Right lines: 0
[08a49c01-675d3899.jpg] Left lines: 0, Right lines: 0
[08a49c01-675d3899.jpg] Left lines: 11, Right lines: 13
[08d4285a-4a25b9b6.jpg] Left lines: 0, Right lines: 0
[08d4285a-4a25b9b6.jpg] Left lines: 0, Right lines: 16
[09ac21d6-eefa8ed0.jpg] Left lines: 0, Right lines: 0
[09ac21d6-eefa8ed0.jpg] Left lines: 0, Right lines: 19
[0a0a0b1a-7c39d841.jpg] Left lines: 0, Right lines: 0
[0a0a0b1a-7c39d841.jpg] Left lines: 5, Right lines: 11
[0af6039a-f3c91319.jpg] Left lines: 0, Right lines: 0
[0af6039a-f3c91319.jpg] Left lines: 3, Right lines: 5
[0b2f5d0d-8fddc1fc.jpg] Left lines: 0, Right lines: 0
[0b2f5d0d-8fddc1fc.jpg] Left lines: 10, Right lines: 15
[0b4225f9-bfb10f88.jpg] Left lines: 0, Right lines: 0
[0b4225f9-bfb10f88.jpg] Left lines: 7, Right lines: 4
[0ba08fe3-880ae118.jpg] Left lines: 0, Right lines: 0
[0ba08fe3-880ae118.jpg] Left lines: 5, Right lines: 4
[0c2f33b9-f94d69b5.jpg] Left lines: 0, Right lines: 0
[0c2f33b9-f94d69b5.jpg] Left lines: 26, Right lines: 9
[0c984e6d-2b5d7ee4.jpg] Left lines: 0, Right lines: 0
[0c984e6d-2b5d7ee4.jpg] Left lines: 2, Right lines: 5
[0cb67a01-7cf1687e.jpg] Left lines: 0, Right lines: 0
[0cb67a01-7cf1687e.jpg] Left lines: 9, Right lines: 0
[0cc6f3e8-b4c9e348.jpg] Left lines: 0, Right lines: 0
[0cc6f3e8-b4c9e348.jpg] Left lines: 10, Right lines: 17
[0cf398b3-ce65ab64.jpg] Left lines: 0, Right lines: 0
[0cf398b3-ce65ab64.jpg] Left lines: 0, Right lines: 0
[0d3ec56a-f4cead6f.jpg] Left lines: 0, Right lines: 0
[0d3ec56a-f4cead6f.jpg] Left lines: 0, Right lines: 13
[0d61234a-542010b2.jpg] Left lines: 0, Right lines: 0
[0d61234a-542010b2.jpg] Left lines: 10, Right lines: 14
[0e442b65-b17e0b50.jpg] Left lines: 0, Right lines: 0
[0e442b65-b17e0b50.jpg] Left lines: 13, Right lines: 0
[0e5c7e92-0d9c60f0.jpg] Left lines: 0, Right lines: 0
[0e5c7e92-0d9c60f0.jpg] Left lines: 18, Right lines: 2
[0f837def-9646c091.jpg] Left lines: 0, Right lines: 0
[0f837def-9646c091.jpg] Left lines: 10, Right lines: 5
[0fba84f9-73b520ee.jpg] Left lines: 0, Right lines: 0
[0fba84f9-73b520ee.jpg] Left lines: 17, Right lines: 12
[101a0964-930eae70.jpg] Left lines: 0, Right lines: 0
[101a0964-930eae70.jpg] Left lines: 0, Right lines: 14
[10389fe8-433c740c.jpg] Left lines: 0, Right lines: 0
[10389fe8-433c740c.jpg] Left lines: 19, Right lines: 0
[10453a95-40759ac3.jpg] Left lines: 0, Right lines: 0
[10453a95-40759ac3.jpg] Left lines: 0, Right lines: 3
[1072195f-0a161ade.jpg] Left lines: 0, Right lines: 0
[1072195f-0a161ade.jpg] Left lines: 14, Right lines: 4
[1072195f-6cf88b25.jpg] Left lines: 0, Right lines: 0
[1072195f-6cf88b25.jpg] Left lines: 0, Right lines: 10
[11513e3d-150058c3.jpg] Left lines: 0, Right lines: 0
[11513e3d-150058c3.jpg] Left lines: 9, Right lines: 15
[1189ae68-1a8ad3c6.jpg] Left lines: 0, Right lines: 0
[1189ae68-1a8ad3c6.jpg] Left lines: 3, Right lines: 4
[12076ebb-c07285d7.jpg] Left lines: 0, Right lines: 0
[12076ebb-c07285d7.jpg] Left lines: 7, Right lines: 12
[125134e5-7dfc45b9.jpg] Left lines: 0, Right lines: 0
[125134e5-7dfc45b9.jpg] Left lines: 0, Right lines: 0
[12ae9ab8-794f5adc.jpg] Left lines: 0, Right lines: 0
[12ae9ab8-794f5adc.jpg] Left lines: 39, Right lines: 7
[13f61134-50021e53.jpg] Left lines: 0, Right lines: 0
[13f61134-50021e53.jpg] Left lines: 3, Right lines: 2
[14eace5a-ddf3b303.jpg] Left lines: 0, Right lines: 0
[14eace5a-ddf3b303.jpg] Left lines: 32, Right lines: 0
[1608cfe7-32da2c5d.jpg] Left lines: 0, Right lines: 0
[1608cfe7-32da2c5d.jpg] Left lines: 0, Right lines: 11
[162995f1-d2c7d259.jpg] Left lines: 0, Right lines: 0
[162995f1-d2c7d259.jpg] Left lines: 4, Right lines: 4
[16b0973f-c07b564a.jpg] Left lines: 0, Right lines: 0
[16b0973f-c07b564a.jpg] Left lines: 14, Right lines: 4
[1784d67b-6b223914.jpg] Left lines: 0, Right lines: 0
[1784d67b-6b223914.jpg] Left lines: 4, Right lines: 6
[1784d67b-d76145ce.jpg] Left lines: 0, Right lines: 0
[1784d67b-d76145ce.jpg] Left lines: 7, Right lines: 13
[188c58f3-792afc71.jpg] Left lines: 0, Right lines: 0
[188c58f3-792afc71.jpg] Left lines: 0, Right lines: 13
[193f7f3b-84bc7998.jpg] Left lines: 0, Right lines: 0
[193f7f3b-84bc7998.jpg] Left lines: 0, Right lines: 3
[194058b0-ac0616a6.jpg] Left lines: 0, Right lines: 0
[194058b0-ac0616a6.jpg] Left lines: 3, Right lines: 7
[19e56249-09c4bbc6.jpg] Left lines: 0, Right lines: 0
[19e56249-09c4bbc6.jpg] Left lines: 1, Right lines: 0
[1a71faae-d5f255fd.jpg] Left lines: 0, Right lines: 0
[1a71faae-d5f255fd.jpg] Left lines: 2, Right lines: 2
[1a8992a7-da5a8510.jpg] Left lines: 0, Right lines: 0
[1a8992a7-da5a8510.jpg] Left lines: 0, Right lines: 2
[1ac0178c-0b259360.jpg] Left lines: 0, Right lines: 0
[1ac0178c-0b259360.jpg] Left lines: 0, Right lines: 0
[1b30f76f-95aa8a06.jpg] Left lines: 0, Right lines: 0
[1b30f76f-95aa8a06.jpg] Left lines: 0, Right lines: 2
[1bda5a26-420ceea6.jpg] Left lines: 0, Right lines: 0
[1bda5a26-420ceea6.jpg] Left lines: 4, Right lines: 0
[1bf7f3d2-15f95138.jpg] Left lines: 0, Right lines: 0
[1bf7f3d2-15f95138.jpg] Left lines: 16, Right lines: 17
[1c227a12-10e5552c.jpg] Left lines: 0, Right lines: 0
[1c227a12-10e5552c.jpg] Left lines: 1, Right lines: 0
[1c227a12-ec67af93.jpg] Left lines: 0, Right lines: 0
[1c227a12-ec67af93.jpg] Left lines: 6, Right lines: 0
[1c5e9657-2e2a2863.jpg] Left lines: 0, Right lines: 0
[1c5e9657-2e2a2863.jpg] Left lines: 0, Right lines: 0
[1cb2a89b-4594573e.jpg] Left lines: 0, Right lines: 0
[1cb2a89b-4594573e.jpg] Left lines: 3, Right lines: 12
[1cf54809-c6daa5a9.jpg] Left lines: 0, Right lines: 0
[1cf54809-c6daa5a9.jpg] Left lines: 9, Right lines: 18
[1d5e05f8-5020f67d.jpg] Left lines: 0, Right lines: 0
[1d5e05f8-5020f67d.jpg] Left lines: 25, Right lines: 13
[1e57ae90-806bc767.jpg] Left lines: 0, Right lines: 0
[1e57ae90-806bc767.jpg] Left lines: 0, Right lines: 3
[1f959fdd-6ff63d34.jpg] Left lines: 0, Right lines: 0
[1f959fdd-6ff63d34.jpg] Left lines: 0, Right lines: 12
[1fa65acf-d43367bc.jpg] Left lines: 0, Right lines: 0
[1fa65acf-d43367bc.jpg] Left lines: 10, Right lines: 0
[20cfadfa-47711496.jpg] Left lines: 0, Right lines: 0
[20cfadfa-47711496.jpg] Left lines: 18, Right lines: 8
[20cfadfa-6f87fdc1.jpg] Left lines: 0, Right lines: 0
[20cfadfa-6f87fdc1.jpg] Left lines: 31, Right lines: 39
[225a1858-0e3a4b04.jpg] Left lines: 0, Right lines: 0
[225a1858-0e3a4b04.jpg] Left lines: 2, Right lines: 0
[22be2f14-59fbdca0.jpg] Left lines: 0, Right lines: 0
[22be2f14-59fbdca0.jpg] Left lines: 0, Right lines: 11
[23333f35-0cbc3f0f.jpg] Left lines: 0, Right lines: 0
[23333f35-0cbc3f0f.jpg] Left lines: 6, Right lines: 2
[23df146f-64b50e4c.jpg] Left lines: 0, Right lines: 0
[23df146f-64b50e4c.jpg] Left lines: 14, Right lines: 20
[24392d7c-998011c2.jpg] Left lines: 0, Right lines: 0
[24392d7c-998011c2.jpg] Left lines: 11, Right lines: 0
[250e7595-b14da270.jpg] Left lines: 0, Right lines: 0
[250e7595-b14da270.jpg] Left lines: 4, Right lines: 7
[26190b83-39ccb412.jpg] Left lines: 0, Right lines: 0
[26190b83-39ccb412.jpg] Left lines: 2, Right lines: 20
[272d52f6-8aac36b3.jpg] Left lines: 0, Right lines: 0
[272d52f6-8aac36b3.jpg] Left lines: 13, Right lines: 0
[2752681a-e813599a.jpg] Left lines: 0, Right lines: 0
[2752681a-e813599a.jpg] Left lines: 5, Right lines: 4
[27645526-f038b033.jpg] Left lines: 0, Right lines: 0
[27645526-f038b033.jpg] Left lines: 64, Right lines: 4
[2773af6f-23e23a6b.jpg] Left lines: 0, Right lines: 0
[2773af6f-23e23a6b.jpg] Left lines: 17, Right lines: 0
[28faf684-03ef4c6e.jpg] Left lines: 0, Right lines: 0
[28faf684-03ef4c6e.jpg] Left lines: 4, Right lines: 14
[292720ee-d847ee69.jpg] Left lines: 0, Right lines: 0
[292720ee-d847ee69.jpg] Left lines: 10, Right lines: 6
[2b54fe2d-c5b810e6.jpg] Left lines: 0, Right lines: 0
[2b54fe2d-c5b810e6.jpg] Left lines: 23, Right lines: 6
[2b605c48-8dfe352b.jpg] Left lines: 0, Right lines: 0
[2b605c48-8dfe352b.jpg] Left lines: 17, Right lines: 31
[2beccce2-354608e2.jpg] Left lines: 0, Right lines: 0
[2beccce2-354608e2.jpg] Left lines: 14, Right lines: 4
[2c87e51d-aa7a8031.jpg] Left lines: 0, Right lines: 0
[2c87e51d-aa7a8031.jpg] Left lines: 8, Right lines: 0
[2ce0b449-e818dc97.jpg] Left lines: 0, Right lines: 0
[2ce0b449-e818dc97.jpg] Left lines: 1, Right lines: 0
[2cf976a2-479cd46b.jpg] Left lines: 0, Right lines: 0
[2cf976a2-479cd46b.jpg] Left lines: 6, Right lines: 7
[2e2fae77-b7497ca0.jpg] Left lines: 0, Right lines: 0
[2e2fae77-b7497ca0.jpg] Left lines: 0, Right lines: 0
[2ead8042-2493c03f.jpg] Left lines: 0, Right lines: 0
[2ead8042-2493c03f.jpg] Left lines: 5, Right lines: 7
[2f1864c1-1a17d11c.jpg] Left lines: 0, Right lines: 0
[2f1864c1-1a17d11c.jpg] Left lines: 0, Right lines: 3
[2f879dc0-b09e4824.jpg] Left lines: 0, Right lines: 0
[2f879dc0-b09e4824.jpg] Left lines: 11, Right lines: 14
[2fc9ad1e-ee4c9e43.jpg] Left lines: 0, Right lines: 0
[2fc9ad1e-ee4c9e43.jpg] Left lines: 7, Right lines: 0
[3050b249-0ffbd6ec.jpg] Left lines: 0, Right lines: 0
[3050b249-0ffbd6ec.jpg] Left lines: 3, Right lines: 0
[314cc010-3eab5c90.jpg] Left lines: 0, Right lines: 0
[314cc010-3eab5c90.jpg] Left lines: 0, Right lines: 11
[31765c6b-90b0d612.jpg] Left lines: 0, Right lines: 0
[31765c6b-90b0d612.jpg] Left lines: 11, Right lines: 12
[31cf6eba-5c84c636.jpg] Left lines: 0, Right lines: 0
[31cf6eba-5c84c636.jpg] Left lines: 4, Right lines: 6
[32de2244-122f1783.jpg] Left lines: 0, Right lines: 0
[32de2244-122f1783.jpg] Left lines: 0, Right lines: 10
[33420085-32996107.jpg] Left lines: 0, Right lines: 0
[33420085-32996107.jpg] Left lines: 25, Right lines: 9
[3430a5e6-00ec38d2.jpg] Left lines: 0, Right lines: 0
[3430a5e6-00ec38d2.jpg] Left lines: 12, Right lines: 0
[35eb46d0-8f7e28a0.jpg] Left lines: 0, Right lines: 0
[35eb46d0-8f7e28a0.jpg] Left lines: 15, Right lines: 15
[3735fc3d-69d8b80c.jpg] Left lines: 0, Right lines: 0
[3735fc3d-69d8b80c.jpg] Left lines: 1, Right lines: 0
[3740cd4f-ff1d423d.jpg] Left lines: 0, Right lines: 0
[3740cd4f-ff1d423d.jpg] Left lines: 3, Right lines: 9
[375abba2-9f2ed56c.jpg] Left lines: 0, Right lines: 0
[375abba2-9f2ed56c.jpg] Left lines: 13, Right lines: 2
[37723e55-31730cf5.jpg] Left lines: 0, Right lines: 0
[37723e55-31730cf5.jpg] Left lines: 4, Right lines: 0
[380a3f8e-ba4f0def.jpg] Left lines: 0, Right lines: 0
[380a3f8e-ba4f0def.jpg] Left lines: 15, Right lines: 2
[385b0f61-1aee12ef.jpg] Left lines: 0, Right lines: 0
[385b0f61-1aee12ef.jpg] Left lines: 2, Right lines: 0
[3865fea7-b4fe472d.jpg] Left lines: 0, Right lines: 0
[3865fea7-b4fe472d.jpg] Left lines: 19, Right lines: 2
[38e561dd-8ea8ae2d.jpg] Left lines: 0, Right lines: 0
[38e561dd-8ea8ae2d.jpg] Left lines: 8, Right lines: 11
[38ed8d8d-93c48de2.jpg] Left lines: 0, Right lines: 0
[38ed8d8d-93c48de2.jpg] Left lines: 0, Right lines: 8
[38ed8d8d-b1c230ef.jpg] Left lines: 0, Right lines: 0
[38ed8d8d-b1c230ef.jpg] Left lines: 0, Right lines: 0
[38ed8d8d-fa50400c.jpg] Left lines: 0, Right lines: 0
[38ed8d8d-fa50400c.jpg] Left lines: 10, Right lines: 16
[3900ad8c-8834019f.jpg] Left lines: 0, Right lines: 0
[3900ad8c-8834019f.jpg] Left lines: 1, Right lines: 0
[39ddb110-04604b9c.jpg] Left lines: 0, Right lines: 0
[39ddb110-04604b9c.jpg] Left lines: 1, Right lines: 11
[39fc6d1c-6155351d.jpg] Left lines: 0, Right lines: 0
[39fc6d1c-6155351d.jpg] Left lines: 0, Right lines: 14
[3a278d39-b92df256.jpg] Left lines: 0, Right lines: 0
[3a278d39-b92df256.jpg] Left lines: 8, Right lines: 0
[3a3407a2-df8ea956.jpg] Left lines: 0, Right lines: 0
[3a3407a2-df8ea956.jpg] Left lines: 0, Right lines: 1
[3ad0c4a7-2a3d544e.jpg] Left lines: 0, Right lines: 0
[3ad0c4a7-2a3d544e.jpg] Left lines: 1, Right lines: 3
[3b1e1bc1-ee64e36e.jpg] Left lines: 0, Right lines: 0
[3b1e1bc1-ee64e36e.jpg] Left lines: 9, Right lines: 0
[3b44ef5a-c09e8479.jpg] Left lines: 0, Right lines: 0
[3b44ef5a-c09e8479.jpg] Left lines: 42, Right lines: 0
[3b563c5e-0102edaf.jpg] Left lines: 0, Right lines: 0
[3b563c5e-0102edaf.jpg] Left lines: 2, Right lines: 4
[3b9716a6-d2566395.jpg] Left lines: 0, Right lines: 0
[3b9716a6-d2566395.jpg] Left lines: 18, Right lines: 0
[3c0bbdc2-79baffce.jpg] Left lines: 0, Right lines: 0
[3c0bbdc2-79baffce.jpg] Left lines: 17, Right lines: 0
[3c5752b6-9c0bdf98.jpg] Left lines: 0, Right lines: 0
[3c5752b6-9c0bdf98.jpg] Left lines: 0, Right lines: 3
[3c95ae26-68abac3f.jpg] Left lines: 0, Right lines: 0
[3c95ae26-68abac3f.jpg] Left lines: 0, Right lines: 0
[3e0f1745-a95a63ad.jpg] Left lines: 0, Right lines: 0
[3e0f1745-a95a63ad.jpg] Left lines: 4, Right lines: 12
[3f4eb6a6-9eee52f9.jpg] Left lines: 0, Right lines: 0
[3f4eb6a6-9eee52f9.jpg] Left lines: 19, Right lines: 3
[3f85a987-1ef4053b.jpg] Left lines: 0, Right lines: 0
[3f85a987-1ef4053b.jpg] Left lines: 0, Right lines: 3
[3fe1feaa-10126fec.jpg] Left lines: 0, Right lines: 0
[3fe1feaa-10126fec.jpg] Left lines: 5, Right lines: 0
[3ffdaa26-b394f6f8.jpg] Left lines: 0, Right lines: 0
[3ffdaa26-b394f6f8.jpg] Left lines: 2, Right lines: 24
[4027c10d-41d54e9b.jpg] Left lines: 0, Right lines: 0
[4027c10d-41d54e9b.jpg] Left lines: 7, Right lines: 5
[428e99ea-4166e549.jpg] Left lines: 0, Right lines: 0
[428e99ea-4166e549.jpg] Left lines: 19, Right lines: 0
[42e0dd11-74b81997.jpg] Left lines: 0, Right lines: 0
[42e0dd11-74b81997.jpg] Left lines: 0, Right lines: 13
[430395d1-931c959e.jpg] Left lines: 0, Right lines: 0
[430395d1-931c959e.jpg] Left lines: 8, Right lines: 2
[43126e0d-495d04a5.jpg] Left lines: 0, Right lines: 0
[43126e0d-495d04a5.jpg] Left lines: 0, Right lines: 0
[43126e0d-cce96832.jpg] Left lines: 0, Right lines: 0
[43126e0d-cce96832.jpg] Left lines: 20, Right lines: 9
[432f9e20-83a0d96c.jpg] Left lines: 0, Right lines: 0
[432f9e20-83a0d96c.jpg] Left lines: 10, Right lines: 10
[43c7ed5c-b0690325.jpg] Left lines: 0, Right lines: 0
[43c7ed5c-b0690325.jpg] Left lines: 2, Right lines: 7
[44cc16d9-d2e06fd6.jpg] Left lines: 0, Right lines: 0
[44cc16d9-d2e06fd6.jpg] Left lines: 0, Right lines: 0
[45bafa98-1ee18a2f.jpg] Left lines: 0, Right lines: 0
[45bafa98-1ee18a2f.jpg] Left lines: 1, Right lines: 0
[46d048a1-8f7f385c.jpg] Left lines: 0, Right lines: 0
[46d048a1-8f7f385c.jpg] Left lines: 3, Right lines: 7
[46f76df9-8bf77914.jpg] Left lines: 0, Right lines: 0
[46f76df9-8bf77914.jpg] Left lines: 11, Right lines: 12
[480263a0-5aad7ae9.jpg] Left lines: 0, Right lines: 0
[480263a0-5aad7ae9.jpg] Left lines: 0, Right lines: 44
[488480d6-b94cf415.jpg] Left lines: 0, Right lines: 0
[488480d6-b94cf415.jpg] Left lines: 1, Right lines: 11
[48ed707e-5062e4c3.jpg] Left lines: 0, Right lines: 0
[48ed707e-5062e4c3.jpg] Left lines: 2, Right lines: 1
[4a289ff2-7da7feb6.jpg] Left lines: 0, Right lines: 0
[4a289ff2-7da7feb6.jpg] Left lines: 0, Right lines: 7
[4a31f3e3-ac7ed780.jpg] Left lines: 0, Right lines: 0
[4a31f3e3-ac7ed780.jpg] Left lines: 24, Right lines: 0
[4b2e1dde-65b54419.jpg] Left lines: 0, Right lines: 0
[4b2e1dde-65b54419.jpg] Left lines: 0, Right lines: 0
[4d4a590b-4332c5ab.jpg] Left lines: 0, Right lines: 0
[4d4a590b-4332c5ab.jpg] Left lines: 2, Right lines: 8
[5069db50-52f5af30.jpg] Left lines: 0, Right lines: 0
[5069db50-52f5af30.jpg] Left lines: 17, Right lines: 4
[50866f46-30d1f303.jpg] Left lines: 0, Right lines: 0
[50866f46-30d1f303.jpg] Left lines: 14, Right lines: 20
[50b115d6-4b08a666.jpg] Left lines: 0, Right lines: 0
[50b115d6-4b08a666.jpg] Left lines: 11, Right lines: 1
[50b2e757-6c7d0f63.jpg] Left lines: 0, Right lines: 0
[50b2e757-6c7d0f63.jpg] Left lines: 9, Right lines: 2
